Env,Agent,Down,Dist,Field,Top_Choice,Top_Prob,Pass_Prob,Run_Prob,Punt_Prob,FG_Prob
nfl-bucketed,nfsp,4,Long,Own 33,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,4,Long,Own 38,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,4,Long,Own 43,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,4,Long,Own 48,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,4,Long,Opp 47,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,4,Long,Opp 42,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,4,Long,Opp 37,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,4,Long,Opp 32,SHOTGUN,0.438,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,4,Long,Opp 27,SHOTGUN,0.428,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,4,Long,Opp 22,SHOTGUN,0.427,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,4,Long,Opp 17,SHOTGUN,0.425,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,4,Long,Opp 12,SHOTGUN,0.423,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,4,Long,Opp 7,SHOTGUN,0.422,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,4,Long,Opp 2,SHOTGUN,0.42,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,4,V.Long,Own 3,SHOTGUN,0.636,0.961,0.039,0.0,0.0
nfl-bucketed,nfsp,4,V.Long,Own 8,SHOTGUN,0.695,0.773,0.227,0.0,0.0
nfl-bucketed,nfsp,4,V.Long,Own 13,SHOTGUN,0.748,0.776,0.224,0.0,0.0
nfl-bucketed,nfsp,4,V.Long,Own 18,SHOTGUN,0.795,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,4,V.Long,Own 23,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,4,V.Long,Own 28,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,4,V.Long,Own 33,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,4,V.Long,Own 38,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,4,V.Long,Own 43,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,4,V.Long,Own 48,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,4,V.Long,Opp 47,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,4,V.Long,Opp 42,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,4,V.Long,Opp 37,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,4,V.Long,Opp 32,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,4,V.Long,Opp 27,SHOTGUN,0.446,0.327,0.673,0.0,0.0
nfl-bucketed,nfsp,4,V.Long,Opp 22,SHOTGUN,0.446,0.004,0.996,0.0,0.0
nfl-bucketed,nfsp,4,V.Long,Opp 17,SHOTGUN,0.446,0.0,1.0,0.0,0.0
nfl-bucketed,nfsp,4,V.Long,Opp 12,SHOTGUN,0.446,0.0,1.0,0.0,0.0
nfl-bucketed,nfsp,4,V.Long,Opp 7,SINGLEBACK,0.896,0.0,1.0,0.0,0.0
nfl-bucketed,nfsp,4,V.Long,Opp 2,SINGLEBACK,0.999,0.0,0.999,0.0,0.0
nfl-bucketed,deep_cfr,1,Short,Own 3,SINGLEBACK,0.211,0.533,0.467,0.0,0.0
nfl-bucketed,deep_cfr,1,Short,Own 8,SINGLEBACK,0.211,0.529,0.471,0.0,0.0
nfl-bucketed,deep_cfr,1,Short,Own 13,SINGLEBACK,0.211,0.526,0.474,0.0,0.0
nfl-bucketed,deep_cfr,1,Short,Own 18,SHOTGUN,0.389,0.524,0.476,0.0,0.0
nfl-bucketed,deep_cfr,1,Short,Own 23,SHOTGUN,0.431,0.522,0.478,0.0,0.0
nfl-bucketed,deep_cfr,1,Short,Own 28,SHOTGUN,0.423,0.52,0.48,0.0,0.0
nfl-bucketed,deep_cfr,1,Short,Own 33,SHOTGUN,0.4,0.519,0.481,0.0,0.0
nfl-bucketed,deep_cfr,1,Short,Own 38,SHOTGUN,0.256,0.517,0.483,0.0,0.0
nfl-bucketed,deep_cfr,1,Short,Own 43,UNDER CENTER,0.275,0.543,0.457,0.0,0.0
nfl-bucketed,deep_cfr,1,Short,Own 48,UNDER CENTER,0.24,0.657,0.343,0.0,0.0
nfl-bucketed,deep_cfr,1,Short,Opp 47,UNDER CENTER,0.217,0.657,0.343,0.0,0.0
nfl-bucketed,deep_cfr,1,Short,Opp 42,SINGLEBACK,0.211,0.618,0.382,0.0,0.0
nfl-bucketed,deep_cfr,1,Short,Opp 37,SINGLEBACK,0.211,0.572,0.428,0.0,0.0
nfl-bucketed,deep_cfr,1,Short,Opp 32,SINGLEBACK,0.211,0.545,0.455,0.0,0.0
nfl-bucketed,deep_cfr,1,Short,Opp 27,SINGLEBACK,0.211,0.546,0.454,0.0,0.0
nfl-bucketed,deep_cfr,1,Short,Opp 22,SINGLEBACK,0.25,0.54,0.46,0.0,0.0
nfl-bucketed,deep_cfr,1,Short,Opp 17,SINGLEBACK,0.213,0.532,0.468,0.0,0.0
nfl-bucketed,deep_cfr,1,Short,Opp 12,I_FORM,0.22,0.523,0.477,0.0,0.0
nfl-bucketed,deep_cfr,1,Short,Opp 7,I_FORM,0.221,0.514,0.486,0.0,0.0
nfl-bucketed,deep_cfr,1,Short,Opp 2,I_FORM,0.224,0.497,0.503,0.0,0.0
nfl-bucketed,deep_cfr,1,Med,Own 3,SINGLEBACK,0.211,0.528,0.472,0.0,0.0
nfl-bucketed,deep_cfr,1,Med,Own 8,SINGLEBACK,0.217,0.522,0.478,0.0,0.0
nfl-bucketed,deep_cfr,1,Med,Own 13,SINGLEBACK,0.214,0.516,0.484,0.0,0.0
nfl-bucketed,deep_cfr,1,Med,Own 18,SINGLEBACK,0.211,0.514,0.486,0.0,0.0
nfl-bucketed,deep_cfr,1,Med,Own 23,SINGLEBACK,0.211,0.513,0.487,0.0,0.0
nfl-bucketed,deep_cfr,1,Med,Own 28,SINGLEBACK,0.211,0.511,0.489,0.0,0.0
nfl-bucketed,deep_cfr,1,Med,Own 33,SINGLEBACK,0.211,0.51,0.49,0.0,0.0
nfl-bucketed,deep_cfr,1,Med,Own 38,SINGLEBACK,0.211,0.508,0.492,0.0,0.0
nfl-bucketed,deep_cfr,1,Med,Own 43,UNDER CENTER,0.208,0.506,0.494,0.0,0.0
nfl-bucketed,deep_cfr,1,Med,Own 48,UNDER CENTER,0.215,0.505,0.495,0.0,0.0
nfl-bucketed,deep_cfr,1,Med,Opp 47,SINGLEBACK,0.211,0.504,0.496,0.0,0.0
nfl-bucketed,deep_cfr,1,Med,Opp 42,SINGLEBACK,0.211,0.508,0.492,0.0,0.0
nfl-bucketed,deep_cfr,1,Med,Opp 37,SINGLEBACK,0.211,0.517,0.483,0.0,0.0
nfl-bucketed,deep_cfr,1,Med,Opp 32,SINGLEBACK,0.211,0.526,0.474,0.0,0.0
nfl-bucketed,deep_cfr,1,Med,Opp 27,SINGLEBACK,0.211,0.529,0.471,0.0,0.0
nfl-bucketed,deep_cfr,1,Med,Opp 22,SINGLEBACK,0.211,0.529,0.471,0.0,0.0
nfl-bucketed,deep_cfr,1,Med,Opp 17,SINGLEBACK,0.211,0.525,0.475,0.0,0.0
nfl-bucketed,deep_cfr,1,Med,Opp 12,SINGLEBACK,0.211,0.519,0.481,0.0,0.0
nfl-bucketed,deep_cfr,1,Med,Opp 7,SINGLEBACK,0.211,0.505,0.495,0.0,0.0
nfl-bucketed,deep_cfr,1,Med,Opp 2,SINGLEBACK,0.211,0.502,0.498,0.0,0.0
nfl-bucketed,deep_cfr,2,Short,Own 3,SINGLEBACK,0.267,0.535,0.465,0.0,0.0
nfl-bucketed,deep_cfr,2,Short,Own 8,SINGLEBACK,0.277,0.525,0.475,0.0,0.0
nfl-bucketed,deep_cfr,2,Short,Own 13,SINGLEBACK,0.275,0.522,0.478,0.0,0.0
nfl-bucketed,deep_cfr,2,Short,Own 18,EMPTY,0.255,0.518,0.482,0.0,0.0
nfl-bucketed,deep_cfr,2,Short,Own 23,EMPTY,0.309,0.515,0.485,0.0,0.0
nfl-bucketed,deep_cfr,2,Short,Own 28,SHOTGUN,0.354,0.513,0.487,0.0,0.0
nfl-bucketed,deep_cfr,2,Short,Own 33,SHOTGUN,0.464,0.512,0.488,0.0,0.0
nfl-bucketed,deep_cfr,2,Short,Own 38,SHOTGUN,0.51,0.511,0.489,0.0,0.0
nfl-bucketed,deep_cfr,2,Short,Own 43,SHOTGUN,0.26,0.51,0.49,0.0,0.0
nfl-bucketed,deep_cfr,2,Short,Own 48,EMPTY,0.207,0.508,0.492,0.0,0.0
nfl-bucketed,deep_cfr,2,Short,Opp 47,SHOTGUN,0.233,0.649,0.351,0.0,0.0
nfl-bucketed,deep_cfr,2,Short,Opp 42,EMPTY,0.258,0.613,0.387,0.0,0.0
nfl-bucketed,deep_cfr,2,Short,Opp 37,SINGLEBACK,0.222,0.569,0.431,0.0,0.0
nfl-bucketed,deep_cfr,2,Short,Opp 32,EMPTY,0.223,0.511,0.489,0.0,0.0
nfl-bucketed,deep_cfr,2,Short,Opp 27,EMPTY,0.261,0.502,0.498,0.0,0.0
nfl-bucketed,deep_cfr,2,Short,Opp 22,SINGLEBACK,0.291,0.484,0.516,0.0,0.0
nfl-bucketed,deep_cfr,2,Short,Opp 17,I_FORM,0.238,0.475,0.525,0.0,0.0
nfl-bucketed,deep_cfr,2,Short,Opp 12,UNDER CENTER,0.236,0.564,0.436,0.0,0.0
nfl-bucketed,deep_cfr,2,Short,Opp 7,I_FORM,0.224,0.516,0.484,0.0,0.0
nfl-bucketed,deep_cfr,2,Short,Opp 2,UNDER CENTER,0.211,0.512,0.488,0.0,0.0
nfl-bucketed,deep_cfr,2,Med,Own 3,SINGLEBACK,0.211,0.521,0.479,0.0,0.0
nfl-bucketed,deep_cfr,2,Med,Own 8,EMPTY,0.286,0.515,0.485,0.0,0.0
nfl-bucketed,deep_cfr,2,Med,Own 13,EMPTY,0.263,0.512,0.488,0.0,0.0
nfl-bucketed,deep_cfr,2,Med,Own 18,EMPTY,0.233,0.51,0.49,0.0,0.0
nfl-bucketed,deep_cfr,2,Med,Own 23,UNDER CENTER,0.221,0.507,0.493,0.0,0.0
nfl-bucketed,deep_cfr,2,Med,Own 28,UNDER CENTER,0.207,0.506,0.494,0.0,0.0
nfl-bucketed,deep_cfr,2,Med,Own 33,SINGLEBACK,0.211,0.505,0.495,0.0,0.0
nfl-bucketed,deep_cfr,2,Med,Own 38,SINGLEBACK,0.211,0.503,0.497,0.0,0.0
nfl-bucketed,deep_cfr,2,Med,Own 43,SINGLEBACK,0.211,0.502,0.498,0.0,0.0
nfl-bucketed,deep_cfr,2,Med,Own 48,SINGLEBACK,0.225,0.5,0.5,0.0,0.0
nfl-bucketed,deep_cfr,2,Med,Opp 47,SINGLEBACK,0.215,0.499,0.501,0.0,0.0
nfl-bucketed,deep_cfr,2,Med,Opp 42,SINGLEBACK,0.273,0.498,0.502,0.0,0.0
nfl-bucketed,deep_cfr,2,Med,Opp 37,SINGLEBACK,0.259,0.507,0.493,0.0,0.0
nfl-bucketed,deep_cfr,2,Med,Opp 32,SINGLEBACK,0.215,0.515,0.485,0.0,0.0
nfl-bucketed,deep_cfr,2,Med,Opp 27,SINGLEBACK,0.261,0.484,0.516,0.0,0.0
nfl-bucketed,deep_cfr,2,Med,Opp 22,SINGLEBACK,0.248,0.446,0.554,0.0,0.0
nfl-bucketed,deep_cfr,2,Med,Opp 17,SINGLEBACK,0.242,0.479,0.521,0.0,0.0
nfl-bucketed,deep_cfr,2,Med,Opp 12,EMPTY,0.214,0.528,0.472,0.0,0.0
nfl-bucketed,deep_cfr,2,Med,Opp 7,SINGLEBACK,0.211,0.514,0.486,0.0,0.0
nfl-bucketed,deep_cfr,2,Med,Opp 2,UNDER CENTER,0.239,0.435,0.565,0.0,0.0
nfl-bucketed,deep_cfr,2,Long,Own 3,SINGLEBACK,0.237,0.517,0.483,0.0,0.0
nfl-bucketed,deep_cfr,2,Long,Own 8,SINGLEBACK,0.267,0.511,0.489,0.0,0.0
nfl-bucketed,deep_cfr,2,Long,Own 13,SINGLEBACK,0.295,0.506,0.494,0.0,0.0
nfl-bucketed,deep_cfr,2,Long,Own 18,SINGLEBACK,0.247,0.5,0.5,0.0,0.0
nfl-bucketed,deep_cfr,2,Long,Own 23,SINGLEBACK,0.211,0.496,0.504,0.0,0.0
nfl-bucketed,deep_cfr,2,Long,Own 28,SINGLEBACK,0.211,0.494,0.506,0.0,0.0
nfl-bucketed,deep_cfr,2,Long,Own 33,UNDER CENTER,0.21,0.493,0.507,0.0,0.0
nfl-bucketed,deep_cfr,2,Long,Own 38,SINGLEBACK,0.211,0.491,0.509,0.0,0.0
nfl-bucketed,deep_cfr,2,Long,Own 43,SINGLEBACK,0.208,0.49,0.51,0.0,0.0
nfl-bucketed,deep_cfr,2,Long,Own 48,UNDER CENTER,0.208,0.489,0.511,0.0,0.0
nfl-bucketed,deep_cfr,2,Long,Opp 47,EMPTY,0.206,0.487,0.513,0.0,0.0
nfl-bucketed,deep_cfr,2,Long,Opp 42,SINGLEBACK,0.232,0.485,0.515,0.0,0.0
nfl-bucketed,deep_cfr,2,Long,Opp 37,SINGLEBACK,0.214,0.484,0.516,0.0,0.0
nfl-bucketed,deep_cfr,2,Long,Opp 32,I_FORM,0.233,0.49,0.51,0.0,0.0
nfl-bucketed,deep_cfr,2,Long,Opp 27,SINGLEBACK,0.212,0.5,0.5,0.0,0.0
nfl-bucketed,deep_cfr,2,Long,Opp 22,SINGLEBACK,0.218,0.483,0.517,0.0,0.0
nfl-bucketed,deep_cfr,2,Long,Opp 17,UNDER CENTER,0.208,0.457,0.543,0.0,0.0
nfl-bucketed,deep_cfr,2,Long,Opp 12,I_FORM,0.207,0.507,0.493,0.0,0.0
nfl-bucketed,deep_cfr,2,Long,Opp 7,I_FORM,0.256,0.517,0.483,0.0,0.0
nfl-bucketed,deep_cfr,2,Long,Opp 2,I_FORM,0.259,0.485,0.515,0.0,0.0
nfl-bucketed,deep_cfr,2,V.Long,Own 3,UNDER CENTER,0.23,0.536,0.464,0.0,0.0
nfl-bucketed,deep_cfr,2,V.Long,Own 8,UNDER CENTER,0.229,0.529,0.471,0.0,0.0
nfl-bucketed,deep_cfr,2,V.Long,Own 13,I_FORM,0.26,0.522,0.478,0.0,0.0
nfl-bucketed,deep_cfr,2,V.Long,Own 18,UNDER CENTER,0.863,0.5,0.5,0.0,0.0
nfl-bucketed,deep_cfr,2,V.Long,Own 23,UNDER CENTER,0.986,0.461,0.538,0.0,0.0
nfl-bucketed,deep_cfr,2,V.Long,Own 28,UNDER CENTER,0.512,0.467,0.533,0.0,0.0
nfl-bucketed,deep_cfr,2,V.Long,Own 33,EMPTY,0.802,0.482,0.517,0.0,0.0
nfl-bucketed,deep_cfr,2,V.Long,Own 38,EMPTY,0.62,0.397,0.602,0.0,0.0
nfl-bucketed,deep_cfr,2,V.Long,Own 43,UNDER CENTER,0.625,0.05,0.95,0.0,0.0
nfl-bucketed,deep_cfr,2,V.Long,Own 48,UNDER CENTER,0.844,0.042,0.958,0.0,0.0
nfl-bucketed,deep_cfr,2,V.Long,Opp 47,UNDER CENTER,0.967,0.234,0.766,0.0,0.0
nfl-bucketed,deep_cfr,2,V.Long,Opp 42,UNDER CENTER,0.542,0.292,0.708,0.0,0.0
nfl-bucketed,deep_cfr,2,V.Long,Opp 37,SINGLEBACK,0.676,0.314,0.686,0.0,0.0
nfl-bucketed,deep_cfr,2,V.Long,Opp 32,UNDER CENTER,0.487,0.348,0.652,0.0,0.0
nfl-bucketed,deep_cfr,2,V.Long,Opp 27,UNDER CENTER,0.96,0.606,0.394,0.0,0.0
nfl-bucketed,deep_cfr,2,V.Long,Opp 22,UNDER CENTER,0.994,0.622,0.378,0.0,0.0
nfl-bucketed,deep_cfr,2,V.Long,Opp 17,UNDER CENTER,0.987,0.667,0.332,0.0,0.0
nfl-bucketed,deep_cfr,2,V.Long,Opp 12,UNDER CENTER,0.975,0.585,0.413,0.0,0.0
nfl-bucketed,deep_cfr,2,V.Long,Opp 7,UNDER CENTER,0.958,0.221,0.779,0.0,0.0
nfl-bucketed,deep_cfr,2,V.Long,Opp 2,UNDER CENTER,0.496,0.27,0.73,0.0,0.0
nfl-bucketed,deep_cfr,3,Short,Own 3,SINGLEBACK,0.286,0.585,0.415,0.0,0.0
nfl-bucketed,deep_cfr,3,Short,Own 8,SINGLEBACK,0.276,0.564,0.436,0.0,0.0
nfl-bucketed,deep_cfr,3,Short,Own 13,SINGLEBACK,0.287,0.544,0.456,0.0,0.0
nfl-bucketed,deep_cfr,3,Short,Own 18,SINGLEBACK,0.279,0.525,0.475,0.0,0.0
nfl-bucketed,deep_cfr,3,Short,Own 23,EMPTY,0.296,0.52,0.48,0.0,0.0
nfl-bucketed,deep_cfr,3,Short,Own 28,EMPTY,0.316,0.517,0.483,0.0,0.0
nfl-bucketed,deep_cfr,3,Short,Own 33,EMPTY,0.271,0.484,0.516,0.0,0.0
nfl-bucketed,deep_cfr,3,Short,Own 38,EMPTY,0.232,0.473,0.527,0.0,0.0
nfl-bucketed,deep_cfr,3,Short,Own 43,EMPTY,0.216,0.477,0.523,0.0,0.0
nfl-bucketed,deep_cfr,3,Short,Own 48,EMPTY,0.251,0.481,0.519,0.0,0.0
nfl-bucketed,deep_cfr,3,Short,Opp 47,EMPTY,0.231,0.485,0.515,0.0,0.0
nfl-bucketed,deep_cfr,3,Short,Opp 42,EMPTY,0.215,0.515,0.485,0.0,0.0
nfl-bucketed,deep_cfr,3,Short,Opp 37,SINGLEBACK,0.226,0.53,0.47,0.0,0.0
nfl-bucketed,deep_cfr,3,Short,Opp 32,SHOTGUN,0.389,0.53,0.47,0.0,0.0
nfl-bucketed,deep_cfr,3,Short,Opp 27,SINGLEBACK,0.328,0.532,0.468,0.0,0.0
nfl-bucketed,deep_cfr,3,Short,Opp 22,EMPTY,0.327,0.53,0.47,0.0,0.0
nfl-bucketed,deep_cfr,3,Short,Opp 17,UNDER CENTER,0.239,0.526,0.474,0.0,0.0
nfl-bucketed,deep_cfr,3,Short,Opp 12,UNDER CENTER,0.287,0.418,0.582,0.0,0.0
nfl-bucketed,deep_cfr,3,Short,Opp 7,UNDER CENTER,0.254,0.53,0.47,0.0,0.0
nfl-bucketed,deep_cfr,3,Short,Opp 2,EMPTY,0.224,0.509,0.491,0.0,0.0
nfl-bucketed,deep_cfr,3,Med,Own 3,SINGLEBACK,0.209,0.52,0.48,0.0,0.0
nfl-bucketed,deep_cfr,3,Med,Own 8,SINGLEBACK,0.209,0.519,0.481,0.0,0.0
nfl-bucketed,deep_cfr,3,Med,Own 13,SINGLEBACK,0.211,0.517,0.483,0.0,0.0
nfl-bucketed,deep_cfr,3,Med,Own 18,SINGLEBACK,0.211,0.515,0.485,0.0,0.0
nfl-bucketed,deep_cfr,3,Med,Own 23,SINGLEBACK,0.211,0.513,0.487,0.0,0.0
nfl-bucketed,deep_cfr,3,Med,Own 28,SINGLEBACK,0.211,0.51,0.49,0.0,0.0
nfl-bucketed,deep_cfr,3,Med,Own 33,SINGLEBACK,0.211,0.507,0.493,0.0,0.0
nfl-bucketed,deep_cfr,3,Med,Own 38,SINGLEBACK,0.244,0.506,0.494,0.0,0.0
nfl-bucketed,deep_cfr,3,Med,Own 43,SINGLEBACK,0.241,0.505,0.495,0.0,0.0
nfl-bucketed,deep_cfr,3,Med,Own 48,SINGLEBACK,0.23,0.504,0.496,0.0,0.0
nfl-bucketed,deep_cfr,3,Med,Opp 47,SINGLEBACK,0.221,0.503,0.497,0.0,0.0
nfl-bucketed,deep_cfr,3,Med,Opp 42,SHOTGUN,0.224,0.503,0.497,0.0,0.0
nfl-bucketed,deep_cfr,3,Med,Opp 37,SINGLEBACK,0.265,0.506,0.494,0.0,0.0
nfl-bucketed,deep_cfr,3,Med,Opp 32,EMPTY,0.254,0.512,0.488,0.0,0.0
nfl-bucketed,deep_cfr,3,Med,Opp 27,SHOTGUN,0.636,0.65,0.35,0.0,0.0
nfl-bucketed,deep_cfr,3,Med,Opp 22,SINGLEBACK,0.356,0.491,0.509,0.0,0.0
nfl-bucketed,deep_cfr,3,Med,Opp 17,SINGLEBACK,0.284,0.398,0.602,0.0,0.0
nfl-bucketed,deep_cfr,3,Med,Opp 12,UNDER CENTER,0.217,0.4,0.6,0.0,0.0
nfl-bucketed,deep_cfr,3,Med,Opp 7,EMPTY,0.216,0.505,0.495,0.0,0.0
nfl-bucketed,deep_cfr,3,Med,Opp 2,UNDER CENTER,0.273,0.4,0.6,0.0,0.0
nfl-bucketed,deep_cfr,3,Long,Own 3,UNDER CENTER,0.251,0.509,0.491,0.0,0.0
nfl-bucketed,deep_cfr,3,Long,Own 8,UNDER CENTER,0.241,0.507,0.493,0.0,0.0
nfl-bucketed,deep_cfr,3,Long,Own 13,UNDER CENTER,0.229,0.505,0.495,0.0,0.0
nfl-bucketed,deep_cfr,3,Long,Own 18,UNDER CENTER,0.219,0.504,0.496,0.0,0.0
nfl-bucketed,deep_cfr,3,Long,Own 23,UNDER CENTER,0.209,0.502,0.498,0.0,0.0
nfl-bucketed,deep_cfr,3,Long,Own 28,SINGLEBACK,0.21,0.499,0.501,0.0,0.0
nfl-bucketed,deep_cfr,3,Long,Own 33,UNDER CENTER,0.343,0.496,0.504,0.0,0.0
nfl-bucketed,deep_cfr,3,Long,Own 38,UNDER CENTER,0.282,0.495,0.505,0.0,0.0
nfl-bucketed,deep_cfr,3,Long,Own 43,SINGLEBACK,0.23,0.494,0.506,0.0,0.0
nfl-bucketed,deep_cfr,3,Long,Own 48,I_FORM,0.213,0.493,0.507,0.0,0.0
nfl-bucketed,deep_cfr,3,Long,Opp 47,SINGLEBACK,0.236,0.492,0.508,0.0,0.0
nfl-bucketed,deep_cfr,3,Long,Opp 42,SINGLEBACK,0.22,0.471,0.529,0.0,0.0
nfl-bucketed,deep_cfr,3,Long,Opp 37,SINGLEBACK,0.257,0.463,0.537,0.0,0.0
nfl-bucketed,deep_cfr,3,Long,Opp 32,SINGLEBACK,0.307,0.519,0.481,0.0,0.0
nfl-bucketed,deep_cfr,3,Long,Opp 27,EMPTY,0.354,0.541,0.459,0.0,0.0
nfl-bucketed,deep_cfr,3,Long,Opp 22,SINGLEBACK,0.231,0.535,0.465,0.0,0.0
nfl-bucketed,deep_cfr,3,Long,Opp 17,UNDER CENTER,0.255,0.529,0.471,0.0,0.0
nfl-bucketed,deep_cfr,3,Long,Opp 12,SHOTGUN,0.238,0.5,0.5,0.0,0.0
nfl-bucketed,deep_cfr,3,Long,Opp 7,I_FORM,0.313,0.582,0.418,0.0,0.0
nfl-bucketed,deep_cfr,3,Long,Opp 2,I_FORM,0.418,0.403,0.597,0.0,0.0
nfl-bucketed,deep_cfr,3,V.Long,Own 3,UNDER CENTER,0.271,0.519,0.481,0.0,0.0
nfl-bucketed,deep_cfr,3,V.Long,Own 8,UNDER CENTER,0.258,0.515,0.485,0.0,0.0
nfl-bucketed,deep_cfr,3,V.Long,Own 13,UNDER CENTER,0.245,0.512,0.488,0.0,0.0
nfl-bucketed,deep_cfr,3,V.Long,Own 18,UNDER CENTER,0.748,0.51,0.49,0.0,0.0
nfl-bucketed,deep_cfr,3,V.Long,Own 23,UNDER CENTER,0.913,0.507,0.493,0.0,0.0
nfl-bucketed,deep_cfr,3,V.Long,Own 28,UNDER CENTER,0.637,0.478,0.522,0.0,0.0
nfl-bucketed,deep_cfr,3,V.Long,Own 33,EMPTY,0.916,0.297,0.703,0.0,0.0
nfl-bucketed,deep_cfr,3,V.Long,Own 38,EMPTY,0.84,0.047,0.953,0.0,0.0
nfl-bucketed,deep_cfr,3,V.Long,Own 43,EMPTY,0.696,0.009,0.991,0.0,0.0
nfl-bucketed,deep_cfr,3,V.Long,Own 48,EMPTY,0.487,0.054,0.946,0.0,0.0
nfl-bucketed,deep_cfr,3,V.Long,Opp 47,UNDER CENTER,0.625,0.481,0.519,0.0,0.0
nfl-bucketed,deep_cfr,3,V.Long,Opp 42,UNDER CENTER,0.717,0.754,0.246,0.0,0.0
nfl-bucketed,deep_cfr,3,V.Long,Opp 37,SINGLEBACK,0.697,0.847,0.153,0.0,0.0
nfl-bucketed,deep_cfr,3,V.Long,Opp 32,SINGLEBACK,0.604,0.898,0.102,0.0,0.0
nfl-bucketed,deep_cfr,3,V.Long,Opp 27,SINGLEBACK,0.345,0.958,0.042,0.0,0.0
nfl-bucketed,deep_cfr,3,V.Long,Opp 22,UNDER CENTER,0.645,0.928,0.072,0.0,0.0
nfl-bucketed,deep_cfr,3,V.Long,Opp 17,UNDER CENTER,0.783,0.865,0.135,0.0,0.0
nfl-bucketed,deep_cfr,3,V.Long,Opp 12,UNDER CENTER,0.54,0.761,0.239,0.0,0.0
nfl-bucketed,deep_cfr,3,V.Long,Opp 7,I_FORM,0.373,0.255,0.745,0.0,0.0
nfl-bucketed,deep_cfr,3,V.Long,Opp 2,SINGLEBACK,0.73,0.026,0.973,0.0,0.0
nfl-bucketed,deep_cfr,4,Short,Own 3,SINGLEBACK,0.336,0.651,0.349,0.0,0.0
nfl-bucketed,deep_cfr,4,Short,Own 8,SINGLEBACK,0.328,0.632,0.368,0.0,0.0
nfl-bucketed,deep_cfr,4,Short,Own 13,SINGLEBACK,0.32,0.613,0.387,0.0,0.0
nfl-bucketed,deep_cfr,4,Short,Own 18,SINGLEBACK,0.305,0.594,0.406,0.0,0.0
nfl-bucketed,deep_cfr,4,Short,Own 23,SINGLEBACK,0.32,0.574,0.426,0.0,0.0
nfl-bucketed,deep_cfr,4,Short,Own 28,SINGLEBACK,0.324,0.553,0.447,0.0,0.0
nfl-bucketed,deep_cfr,4,Short,Own 33,SINGLEBACK,0.318,0.528,0.472,0.0,0.0
nfl-bucketed,deep_cfr,4,Short,Own 38,SINGLEBACK,0.306,0.466,0.534,0.0,0.0
nfl-bucketed,deep_cfr,4,Short,Own 43,EMPTY,0.258,0.414,0.586,0.0,0.0
nfl-bucketed,deep_cfr,4,Short,Own 48,SINGLEBACK,0.211,0.413,0.587,0.0,0.0
nfl-bucketed,deep_cfr,4,Short,Opp 47,SINGLEBACK,0.212,0.44,0.56,0.0,0.0
nfl-bucketed,deep_cfr,4,Short,Opp 42,SINGLEBACK,0.214,0.478,0.522,0.0,0.0
nfl-bucketed,deep_cfr,4,Short,Opp 37,UNDER CENTER,0.229,0.515,0.485,0.0,0.0
nfl-bucketed,deep_cfr,4,Short,Opp 32,SINGLEBACK,0.218,0.496,0.504,0.0,0.0
nfl-bucketed,deep_cfr,4,Short,Opp 27,EMPTY,0.268,0.358,0.642,0.0,0.0
nfl-bucketed,deep_cfr,4,Short,Opp 22,EMPTY,0.262,0.519,0.481,0.0,0.0
nfl-bucketed,deep_cfr,4,Short,Opp 17,EMPTY,0.225,0.519,0.481,0.0,0.0
nfl-bucketed,deep_cfr,4,Short,Opp 12,EMPTY,0.34,0.516,0.484,0.0,0.0
nfl-bucketed,deep_cfr,4,Short,Opp 7,I_FORM,0.251,0.509,0.491,0.0,0.0
