Env,Agent,Down,Dist,Field,Top_Choice,Top_Prob,Pass_Prob,Run_Prob,Punt_Prob,FG_Prob
nfl-bucketed,ppo,4,V.Long,Own 33,SHOTGUN,0.695,1.0,0.0,0.0,0.0
nfl-bucketed,ppo,4,V.Long,Own 38,SHOTGUN,0.972,1.0,0.0,0.0,0.0
nfl-bucketed,ppo,4,V.Long,Own 43,SHOTGUN,0.998,1.0,0.0,0.0,0.0
nfl-bucketed,ppo,4,V.Long,Own 48,SHOTGUN,1.0,1.0,0.0,0.0,0.0
nfl-bucketed,ppo,4,V.Long,Opp 47,SHOTGUN,1.0,1.0,0.0,0.0,0.0
nfl-bucketed,ppo,4,V.Long,Opp 42,SHOTGUN,1.0,1.0,0.0,0.0,0.0
nfl-bucketed,ppo,4,V.Long,Opp 37,SHOTGUN,1.0,1.0,0.0,0.0,0.0
nfl-bucketed,ppo,4,V.Long,Opp 32,SHOTGUN,1.0,1.0,0.0,0.0,0.0
nfl-bucketed,ppo,4,V.Long,Opp 27,SHOTGUN,1.0,1.0,0.0,0.0,0.0
nfl-bucketed,ppo,4,V.Long,Opp 22,SHOTGUN,1.0,1.0,0.0,0.0,0.0
nfl-bucketed,ppo,4,V.Long,Opp 17,SHOTGUN,0.999,0.999,0.0,0.0,0.0
nfl-bucketed,ppo,4,V.Long,Opp 12,SHOTGUN,0.998,1.0,0.0,0.0,0.0
nfl-bucketed,ppo,4,V.Long,Opp 7,SHOTGUN,0.997,1.0,0.0,0.0,0.0
nfl-bucketed,ppo,4,V.Long,Opp 2,SHOTGUN,0.995,1.0,0.0,0.0,0.0
nfl-bucketed,nfsp,1,Short,Own 3,SINGLEBACK,0.294,0.002,0.998,0.0,0.0
nfl-bucketed,nfsp,1,Short,Own 8,SINGLEBACK,0.3,0.142,0.858,0.0,0.0
nfl-bucketed,nfsp,1,Short,Own 13,SINGLEBACK,0.307,0.158,0.842,0.0,0.0
nfl-bucketed,nfsp,1,Short,Own 18,SINGLEBACK,0.313,0.176,0.824,0.0,0.0
nfl-bucketed,nfsp,1,Short,Own 23,SINGLEBACK,0.319,0.196,0.804,0.0,0.0
nfl-bucketed,nfsp,1,Short,Own 28,SINGLEBACK,0.326,0.217,0.783,0.0,0.0
nfl-bucketed,nfsp,1,Short,Own 33,SINGLEBACK,0.332,0.239,0.761,0.0,0.0
nfl-bucketed,nfsp,1,Short,Own 38,SINGLEBACK,0.333,0.264,0.736,0.0,0.0
nfl-bucketed,nfsp,1,Short,Own 43,SINGLEBACK,0.319,0.289,0.711,0.0,0.0
nfl-bucketed,nfsp,1,Short,Own 48,SINGLEBACK,0.305,0.316,0.684,0.0,0.0
nfl-bucketed,nfsp,1,Short,Opp 47,SINGLEBACK,0.291,0.345,0.655,0.0,0.0
nfl-bucketed,nfsp,1,Short,Opp 42,SINGLEBACK,0.277,0.363,0.637,0.0,0.0
nfl-bucketed,nfsp,1,Short,Opp 37,SINGLEBACK,0.276,0.376,0.624,0.0,0.0
nfl-bucketed,nfsp,1,Short,Opp 32,SINGLEBACK,0.275,0.391,0.609,0.0,0.0
nfl-bucketed,nfsp,1,Short,Opp 27,SINGLEBACK,0.275,0.406,0.594,0.0,0.0
nfl-bucketed,nfsp,1,Short,Opp 22,SINGLEBACK,0.272,0.421,0.579,0.0,0.0
nfl-bucketed,nfsp,1,Short,Opp 17,SINGLEBACK,0.266,0.437,0.563,0.0,0.0
nfl-bucketed,nfsp,1,Short,Opp 12,SINGLEBACK,0.259,0.453,0.547,0.0,0.0
nfl-bucketed,nfsp,1,Short,Opp 7,SINGLEBACK,0.253,0.469,0.531,0.0,0.0
nfl-bucketed,nfsp,1,Short,Opp 2,SINGLEBACK,0.246,0.484,0.516,0.0,0.0
nfl-bucketed,nfsp,1,Med,Own 3,SINGLEBACK,0.31,0.154,0.846,0.0,0.0
nfl-bucketed,nfsp,1,Med,Own 8,SINGLEBACK,0.322,0.171,0.829,0.0,0.0
nfl-bucketed,nfsp,1,Med,Own 13,SINGLEBACK,0.329,0.19,0.81,0.0,0.0
nfl-bucketed,nfsp,1,Med,Own 18,SINGLEBACK,0.336,0.211,0.789,0.0,0.0
nfl-bucketed,nfsp,1,Med,Own 23,SINGLEBACK,0.342,0.233,0.767,0.0,0.0
nfl-bucketed,nfsp,1,Med,Own 28,SINGLEBACK,0.338,0.257,0.743,0.0,0.0
nfl-bucketed,nfsp,1,Med,Own 33,SINGLEBACK,0.323,0.282,0.718,0.0,0.0
nfl-bucketed,nfsp,1,Med,Own 38,SINGLEBACK,0.309,0.309,0.691,0.0,0.0
nfl-bucketed,nfsp,1,Med,Own 43,SINGLEBACK,0.301,0.311,0.689,0.0,0.0
nfl-bucketed,nfsp,1,Med,Own 48,SINGLEBACK,0.301,0.312,0.688,0.0,0.0
nfl-bucketed,nfsp,1,Med,Opp 47,SINGLEBACK,0.301,0.313,0.687,0.0,0.0
nfl-bucketed,nfsp,1,Med,Opp 42,SINGLEBACK,0.3,0.314,0.686,0.0,0.0
nfl-bucketed,nfsp,1,Med,Opp 37,SINGLEBACK,0.3,0.315,0.685,0.0,0.0
nfl-bucketed,nfsp,1,Med,Opp 32,SINGLEBACK,0.299,0.316,0.684,0.0,0.0
nfl-bucketed,nfsp,1,Med,Opp 27,SINGLEBACK,0.299,0.317,0.683,0.0,0.0
nfl-bucketed,nfsp,1,Med,Opp 22,SINGLEBACK,0.299,0.318,0.682,0.0,0.0
nfl-bucketed,nfsp,1,Med,Opp 17,SINGLEBACK,0.298,0.319,0.681,0.0,0.0
nfl-bucketed,nfsp,1,Med,Opp 12,SINGLEBACK,0.298,0.319,0.681,0.0,0.0
nfl-bucketed,nfsp,1,Med,Opp 7,SINGLEBACK,0.297,0.32,0.68,0.0,0.0
nfl-bucketed,nfsp,1,Med,Opp 2,SINGLEBACK,0.297,0.321,0.679,0.0,0.0
nfl-bucketed,nfsp,2,Short,Own 3,SINGLEBACK,0.348,0.089,0.911,0.0,0.0
nfl-bucketed,nfsp,2,Short,Own 8,SINGLEBACK,0.36,0.096,0.904,0.0,0.0
nfl-bucketed,nfsp,2,Short,Own 13,SINGLEBACK,0.372,0.103,0.897,0.0,0.0
nfl-bucketed,nfsp,2,Short,Own 18,SINGLEBACK,0.384,0.116,0.884,0.0,0.0
nfl-bucketed,nfsp,2,Short,Own 23,SINGLEBACK,0.396,0.131,0.869,0.0,0.0
nfl-bucketed,nfsp,2,Short,Own 28,SINGLEBACK,0.409,0.147,0.853,0.0,0.0
nfl-bucketed,nfsp,2,Short,Own 33,SINGLEBACK,0.417,0.165,0.835,0.0,0.0
nfl-bucketed,nfsp,2,Short,Own 38,SINGLEBACK,0.401,0.185,0.815,0.0,0.0
nfl-bucketed,nfsp,2,Short,Own 43,SINGLEBACK,0.385,0.203,0.797,0.0,0.0
nfl-bucketed,nfsp,2,Short,Own 48,SINGLEBACK,0.38,0.205,0.795,0.0,0.0
nfl-bucketed,nfsp,2,Short,Opp 47,SINGLEBACK,0.378,0.207,0.793,0.0,0.0
nfl-bucketed,nfsp,2,Short,Opp 42,SINGLEBACK,0.377,0.209,0.791,0.0,0.0
nfl-bucketed,nfsp,2,Short,Opp 37,SINGLEBACK,0.375,0.216,0.784,0.0,0.0
nfl-bucketed,nfsp,2,Short,Opp 32,SINGLEBACK,0.372,0.227,0.773,0.0,0.0
nfl-bucketed,nfsp,2,Short,Opp 27,SINGLEBACK,0.365,0.238,0.762,0.0,0.0
nfl-bucketed,nfsp,2,Short,Opp 22,SINGLEBACK,0.358,0.25,0.75,0.0,0.0
nfl-bucketed,nfsp,2,Short,Opp 17,SINGLEBACK,0.351,0.262,0.738,0.0,0.0
nfl-bucketed,nfsp,2,Short,Opp 12,SINGLEBACK,0.344,0.274,0.726,0.0,0.0
nfl-bucketed,nfsp,2,Short,Opp 7,SINGLEBACK,0.337,0.287,0.713,0.0,0.0
nfl-bucketed,nfsp,2,Short,Opp 2,SINGLEBACK,0.33,0.301,0.699,0.0,0.0
nfl-bucketed,nfsp,2,Med,Own 3,SINGLEBACK,0.315,0.169,0.831,0.0,0.0
nfl-bucketed,nfsp,2,Med,Own 8,SINGLEBACK,0.326,0.18,0.82,0.0,0.0
nfl-bucketed,nfsp,2,Med,Own 13,SINGLEBACK,0.338,0.192,0.808,0.0,0.0
nfl-bucketed,nfsp,2,Med,Own 18,SINGLEBACK,0.35,0.204,0.796,0.0,0.0
nfl-bucketed,nfsp,2,Med,Own 23,SINGLEBACK,0.355,0.217,0.783,0.0,0.0
nfl-bucketed,nfsp,2,Med,Own 28,SINGLEBACK,0.35,0.215,0.785,0.0,0.0
nfl-bucketed,nfsp,2,Med,Own 33,SINGLEBACK,0.355,0.207,0.793,0.0,0.0
nfl-bucketed,nfsp,2,Med,Own 38,SINGLEBACK,0.36,0.2,0.8,0.0,0.0
nfl-bucketed,nfsp,2,Med,Own 43,SINGLEBACK,0.366,0.193,0.807,0.0,0.0
nfl-bucketed,nfsp,2,Med,Own 48,SINGLEBACK,0.371,0.186,0.814,0.0,0.0
nfl-bucketed,nfsp,2,Med,Opp 47,SINGLEBACK,0.376,0.179,0.821,0.0,0.0
nfl-bucketed,nfsp,2,Med,Opp 42,SINGLEBACK,0.381,0.172,0.828,0.0,0.0
nfl-bucketed,nfsp,2,Med,Opp 37,SINGLEBACK,0.386,0.166,0.834,0.0,0.0
nfl-bucketed,nfsp,2,Med,Opp 32,SINGLEBACK,0.392,0.16,0.84,0.0,0.0
nfl-bucketed,nfsp,2,Med,Opp 27,SINGLEBACK,0.397,0.154,0.846,0.0,0.0
nfl-bucketed,nfsp,2,Med,Opp 22,SINGLEBACK,0.402,0.148,0.852,0.0,0.0
nfl-bucketed,nfsp,2,Med,Opp 17,SINGLEBACK,0.407,0.147,0.853,0.0,0.0
nfl-bucketed,nfsp,2,Med,Opp 12,SINGLEBACK,0.412,0.149,0.851,0.0,0.0
nfl-bucketed,nfsp,2,Med,Opp 7,SINGLEBACK,0.418,0.151,0.849,0.0,0.0
nfl-bucketed,nfsp,2,Med,Opp 2,SINGLEBACK,0.421,0.153,0.847,0.0,0.0
nfl-bucketed,nfsp,2,Long,Own 3,SHOTGUN,0.346,0.715,0.285,0.0,0.0
nfl-bucketed,nfsp,2,Long,Own 8,SHOTGUN,0.332,0.718,0.282,0.0,0.0
nfl-bucketed,nfsp,2,Long,Own 13,SHOTGUN,0.321,0.704,0.296,0.0,0.0
nfl-bucketed,nfsp,2,Long,Own 18,SHOTGUN,0.314,0.689,0.311,0.0,0.0
nfl-bucketed,nfsp,2,Long,Own 23,SHOTGUN,0.304,0.674,0.326,0.0,0.0
nfl-bucketed,nfsp,2,Long,Own 28,SHOTGUN,0.294,0.659,0.341,0.0,0.0
nfl-bucketed,nfsp,2,Long,Own 33,SHOTGUN,0.284,0.643,0.357,0.0,0.0
nfl-bucketed,nfsp,2,Long,Own 38,SHOTGUN,0.274,0.628,0.372,0.0,0.0
nfl-bucketed,nfsp,2,Long,Own 43,SHOTGUN,0.265,0.611,0.389,0.0,0.0
nfl-bucketed,nfsp,2,Long,Own 48,SHOTGUN,0.255,0.595,0.405,0.0,0.0
nfl-bucketed,nfsp,2,Long,Opp 47,SHOTGUN,0.246,0.578,0.422,0.0,0.0
nfl-bucketed,nfsp,2,Long,Opp 42,SHOTGUN,0.237,0.561,0.439,0.0,0.0
nfl-bucketed,nfsp,2,Long,Opp 37,SHOTGUN,0.229,0.544,0.456,0.0,0.0
nfl-bucketed,nfsp,2,Long,Opp 32,SINGLEBACK,0.223,0.527,0.473,0.0,0.0
nfl-bucketed,nfsp,2,Long,Opp 27,SINGLEBACK,0.229,0.51,0.49,0.0,0.0
nfl-bucketed,nfsp,2,Long,Opp 22,SINGLEBACK,0.236,0.493,0.507,0.0,0.0
nfl-bucketed,nfsp,2,Long,Opp 17,SINGLEBACK,0.243,0.475,0.525,0.0,0.0
nfl-bucketed,nfsp,2,Long,Opp 12,SINGLEBACK,0.25,0.458,0.542,0.0,0.0
nfl-bucketed,nfsp,2,Long,Opp 7,SINGLEBACK,0.258,0.441,0.559,0.0,0.0
nfl-bucketed,nfsp,2,Long,Opp 2,SINGLEBACK,0.265,0.424,0.576,0.0,0.0
nfl-bucketed,nfsp,2,V.Long,Own 3,SHOTGUN,0.795,0.782,0.218,0.0,0.0
nfl-bucketed,nfsp,2,V.Long,Own 8,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,2,V.Long,Own 13,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,2,V.Long,Own 18,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,2,V.Long,Own 23,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,2,V.Long,Own 28,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,2,V.Long,Own 33,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,2,V.Long,Own 38,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,2,V.Long,Own 43,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,2,V.Long,Own 48,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,2,V.Long,Opp 47,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,2,V.Long,Opp 42,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,2,V.Long,Opp 37,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,2,V.Long,Opp 32,SHOTGUN,0.446,0.568,0.432,0.0,0.0
nfl-bucketed,nfsp,2,V.Long,Opp 27,SHOTGUN,0.446,0.011,0.989,0.0,0.0
nfl-bucketed,nfsp,2,V.Long,Opp 22,SHOTGUN,0.446,0.0,1.0,0.0,0.0
nfl-bucketed,nfsp,2,V.Long,Opp 17,SHOTGUN,0.446,0.0,1.0,0.0,0.0
nfl-bucketed,nfsp,2,V.Long,Opp 12,SINGLEBACK,0.747,0.0,1.0,0.0,0.0
nfl-bucketed,nfsp,2,V.Long,Opp 7,SINGLEBACK,0.997,0.0,1.0,0.0,0.0
nfl-bucketed,nfsp,2,V.Long,Opp 2,SINGLEBACK,1.0,0.0,1.0,0.0,0.0
nfl-bucketed,nfsp,3,Short,Own 3,SINGLEBACK,0.329,0.162,0.838,0.0,0.0
nfl-bucketed,nfsp,3,Short,Own 8,SINGLEBACK,0.335,0.16,0.84,0.0,0.0
nfl-bucketed,nfsp,3,Short,Own 13,SINGLEBACK,0.34,0.179,0.821,0.0,0.0
nfl-bucketed,nfsp,3,Short,Own 18,SINGLEBACK,0.346,0.2,0.8,0.0,0.0
nfl-bucketed,nfsp,3,Short,Own 23,SINGLEBACK,0.351,0.223,0.777,0.0,0.0
nfl-bucketed,nfsp,3,Short,Own 28,SINGLEBACK,0.357,0.247,0.753,0.0,0.0
nfl-bucketed,nfsp,3,Short,Own 33,SINGLEBACK,0.351,0.25,0.75,0.0,0.0
nfl-bucketed,nfsp,3,Short,Own 38,SINGLEBACK,0.349,0.253,0.747,0.0,0.0
nfl-bucketed,nfsp,3,Short,Own 43,SINGLEBACK,0.348,0.255,0.745,0.0,0.0
nfl-bucketed,nfsp,3,Short,Own 48,SINGLEBACK,0.346,0.258,0.742,0.0,0.0
nfl-bucketed,nfsp,3,Short,Opp 47,SINGLEBACK,0.345,0.26,0.74,0.0,0.0
nfl-bucketed,nfsp,3,Short,Opp 42,SINGLEBACK,0.343,0.263,0.737,0.0,0.0
nfl-bucketed,nfsp,3,Short,Opp 37,SINGLEBACK,0.342,0.266,0.734,0.0,0.0
nfl-bucketed,nfsp,3,Short,Opp 32,SINGLEBACK,0.341,0.268,0.732,0.0,0.0
nfl-bucketed,nfsp,3,Short,Opp 27,SINGLEBACK,0.339,0.271,0.729,0.0,0.0
nfl-bucketed,nfsp,3,Short,Opp 22,SINGLEBACK,0.338,0.274,0.726,0.0,0.0
nfl-bucketed,nfsp,3,Short,Opp 17,SINGLEBACK,0.336,0.277,0.723,0.0,0.0
nfl-bucketed,nfsp,3,Short,Opp 12,SINGLEBACK,0.335,0.279,0.721,0.0,0.0
nfl-bucketed,nfsp,3,Short,Opp 7,SINGLEBACK,0.333,0.282,0.718,0.0,0.0
nfl-bucketed,nfsp,3,Short,Opp 2,SINGLEBACK,0.332,0.285,0.715,0.0,0.0
nfl-bucketed,nfsp,3,Med,Own 3,SINGLEBACK,0.279,0.301,0.699,0.0,0.0
nfl-bucketed,nfsp,3,Med,Own 8,SINGLEBACK,0.293,0.299,0.701,0.0,0.0
nfl-bucketed,nfsp,3,Med,Own 13,SINGLEBACK,0.308,0.295,0.705,0.0,0.0
nfl-bucketed,nfsp,3,Med,Own 18,SINGLEBACK,0.333,0.281,0.719,0.0,0.0
nfl-bucketed,nfsp,3,Med,Own 23,SINGLEBACK,0.341,0.268,0.732,0.0,0.0
nfl-bucketed,nfsp,3,Med,Own 28,SINGLEBACK,0.348,0.254,0.746,0.0,0.0
nfl-bucketed,nfsp,3,Med,Own 33,SINGLEBACK,0.356,0.241,0.759,0.0,0.0
nfl-bucketed,nfsp,3,Med,Own 38,SINGLEBACK,0.364,0.237,0.763,0.0,0.0
nfl-bucketed,nfsp,3,Med,Own 43,SINGLEBACK,0.372,0.235,0.765,0.0,0.0
nfl-bucketed,nfsp,3,Med,Own 48,SINGLEBACK,0.38,0.233,0.767,0.0,0.0
nfl-bucketed,nfsp,3,Med,Opp 47,SINGLEBACK,0.386,0.232,0.768,0.0,0.0
nfl-bucketed,nfsp,3,Med,Opp 42,SINGLEBACK,0.387,0.23,0.77,0.0,0.0
nfl-bucketed,nfsp,3,Med,Opp 37,SINGLEBACK,0.388,0.228,0.772,0.0,0.0
nfl-bucketed,nfsp,3,Med,Opp 32,SINGLEBACK,0.389,0.227,0.773,0.0,0.0
nfl-bucketed,nfsp,3,Med,Opp 27,SINGLEBACK,0.39,0.225,0.775,0.0,0.0
nfl-bucketed,nfsp,3,Med,Opp 22,SINGLEBACK,0.391,0.223,0.777,0.0,0.0
nfl-bucketed,nfsp,3,Med,Opp 17,SINGLEBACK,0.392,0.222,0.778,0.0,0.0
nfl-bucketed,nfsp,3,Med,Opp 12,SINGLEBACK,0.39,0.22,0.78,0.0,0.0
nfl-bucketed,nfsp,3,Med,Opp 7,SINGLEBACK,0.389,0.218,0.782,0.0,0.0
nfl-bucketed,nfsp,3,Med,Opp 2,SINGLEBACK,0.387,0.217,0.783,0.0,0.0
nfl-bucketed,nfsp,3,Long,Own 3,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,3,Long,Own 8,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,3,Long,Own 13,SHOTGUN,0.442,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,3,Long,Own 18,SHOTGUN,0.43,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,3,Long,Own 23,SHOTGUN,0.419,0.812,0.188,0.0,0.0
nfl-bucketed,nfsp,3,Long,Own 28,SHOTGUN,0.408,0.801,0.199,0.0,0.0
nfl-bucketed,nfsp,3,Long,Own 33,SHOTGUN,0.397,0.79,0.21,0.0,0.0
nfl-bucketed,nfsp,3,Long,Own 38,SHOTGUN,0.385,0.778,0.222,0.0,0.0
nfl-bucketed,nfsp,3,Long,Own 43,SHOTGUN,0.374,0.766,0.234,0.0,0.0
nfl-bucketed,nfsp,3,Long,Own 48,SHOTGUN,0.363,0.754,0.246,0.0,0.0
nfl-bucketed,nfsp,3,Long,Opp 47,SHOTGUN,0.353,0.741,0.259,0.0,0.0
nfl-bucketed,nfsp,3,Long,Opp 42,SHOTGUN,0.342,0.727,0.273,0.0,0.0
nfl-bucketed,nfsp,3,Long,Opp 37,SHOTGUN,0.331,0.713,0.287,0.0,0.0
nfl-bucketed,nfsp,3,Long,Opp 32,SHOTGUN,0.321,0.699,0.301,0.0,0.0
nfl-bucketed,nfsp,3,Long,Opp 27,SHOTGUN,0.311,0.684,0.316,0.0,0.0
nfl-bucketed,nfsp,3,Long,Opp 22,SHOTGUN,0.301,0.669,0.331,0.0,0.0
nfl-bucketed,nfsp,3,Long,Opp 17,SHOTGUN,0.291,0.654,0.346,0.0,0.0
nfl-bucketed,nfsp,3,Long,Opp 12,SHOTGUN,0.281,0.638,0.362,0.0,0.0
nfl-bucketed,nfsp,3,Long,Opp 7,SHOTGUN,0.271,0.622,0.378,0.0,0.0
nfl-bucketed,nfsp,3,Long,Opp 2,SHOTGUN,0.262,0.606,0.394,0.0,0.0
nfl-bucketed,nfsp,3,V.Long,Own 3,SHOTGUN,0.723,0.714,0.286,0.0,0.0
nfl-bucketed,nfsp,3,V.Long,Own 8,SHOTGUN,0.773,0.771,0.229,0.0,0.0
nfl-bucketed,nfsp,3,V.Long,Own 13,SHOTGUN,0.813,0.817,0.181,0.0,0.0
nfl-bucketed,nfsp,3,V.Long,Own 18,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,3,V.Long,Own 23,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,3,V.Long,Own 28,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,3,V.Long,Own 33,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,3,V.Long,Own 38,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,3,V.Long,Own 43,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,3,V.Long,Own 48,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,3,V.Long,Opp 47,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,3,V.Long,Opp 42,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,3,V.Long,Opp 37,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,3,V.Long,Opp 32,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,3,V.Long,Opp 27,SHOTGUN,0.446,0.066,0.934,0.0,0.0
nfl-bucketed,nfsp,3,V.Long,Opp 22,SHOTGUN,0.446,0.001,0.999,0.0,0.0
nfl-bucketed,nfsp,3,V.Long,Opp 17,SHOTGUN,0.446,0.0,1.0,0.0,0.0
nfl-bucketed,nfsp,3,V.Long,Opp 12,SHOTGUN,0.684,0.0,1.0,0.0,0.0
nfl-bucketed,nfsp,3,V.Long,Opp 7,SINGLEBACK,0.982,0.0,1.0,0.0,0.0
nfl-bucketed,nfsp,3,V.Long,Opp 2,SINGLEBACK,1.0,0.0,1.0,0.0,0.0
nfl-bucketed,nfsp,4,Short,Own 3,SINGLEBACK,0.276,0.329,0.671,0.0,0.0
nfl-bucketed,nfsp,4,Short,Own 8,SINGLEBACK,0.281,0.269,0.731,0.0,0.0
nfl-bucketed,nfsp,4,Short,Own 13,SINGLEBACK,0.286,0.295,0.705,0.0,0.0
nfl-bucketed,nfsp,4,Short,Own 18,SINGLEBACK,0.296,0.301,0.699,0.0,0.0
nfl-bucketed,nfsp,4,Short,Own 23,SINGLEBACK,0.315,0.304,0.696,0.0,0.0
nfl-bucketed,nfsp,4,Short,Own 28,SINGLEBACK,0.319,0.307,0.693,0.0,0.0
nfl-bucketed,nfsp,4,Short,Own 33,SINGLEBACK,0.318,0.31,0.69,0.0,0.0
nfl-bucketed,nfsp,4,Short,Own 38,SINGLEBACK,0.316,0.313,0.687,0.0,0.0
nfl-bucketed,nfsp,4,Short,Own 43,SINGLEBACK,0.315,0.316,0.684,0.0,0.0
nfl-bucketed,nfsp,4,Short,Own 48,SINGLEBACK,0.313,0.319,0.681,0.0,0.0
nfl-bucketed,nfsp,4,Short,Opp 47,SINGLEBACK,0.312,0.322,0.678,0.0,0.0
nfl-bucketed,nfsp,4,Short,Opp 42,SINGLEBACK,0.311,0.325,0.675,0.0,0.0
nfl-bucketed,nfsp,4,Short,Opp 37,SINGLEBACK,0.309,0.328,0.672,0.0,0.0
nfl-bucketed,nfsp,4,Short,Opp 32,SINGLEBACK,0.308,0.331,0.669,0.0,0.0
nfl-bucketed,nfsp,4,Short,Opp 27,SINGLEBACK,0.306,0.334,0.666,0.0,0.0
nfl-bucketed,nfsp,4,Short,Opp 22,SINGLEBACK,0.305,0.337,0.663,0.0,0.0
nfl-bucketed,nfsp,4,Short,Opp 17,SINGLEBACK,0.303,0.34,0.66,0.0,0.0
nfl-bucketed,nfsp,4,Short,Opp 12,SINGLEBACK,0.302,0.343,0.657,0.0,0.0
nfl-bucketed,nfsp,4,Short,Opp 7,SINGLEBACK,0.3,0.346,0.654,0.0,0.0
nfl-bucketed,nfsp,4,Short,Opp 2,SINGLEBACK,0.299,0.349,0.651,0.0,0.0
nfl-bucketed,nfsp,4,Med,Own 3,SHOTGUN,0.255,0.626,0.374,0.0,0.0
nfl-bucketed,nfsp,4,Med,Own 8,SHOTGUN,0.224,0.54,0.46,0.0,0.0
nfl-bucketed,nfsp,4,Med,Own 13,SINGLEBACK,0.238,0.537,0.463,0.0,0.0
nfl-bucketed,nfsp,4,Med,Own 18,SINGLEBACK,0.239,0.535,0.465,0.0,0.0
nfl-bucketed,nfsp,4,Med,Own 23,SINGLEBACK,0.24,0.532,0.468,0.0,0.0
nfl-bucketed,nfsp,4,Med,Own 28,SINGLEBACK,0.241,0.53,0.47,0.0,0.0
nfl-bucketed,nfsp,4,Med,Own 33,SINGLEBACK,0.243,0.528,0.472,0.0,0.0
nfl-bucketed,nfsp,4,Med,Own 38,SINGLEBACK,0.244,0.525,0.475,0.0,0.0
nfl-bucketed,nfsp,4,Med,Own 43,SINGLEBACK,0.245,0.523,0.477,0.0,0.0
nfl-bucketed,nfsp,4,Med,Own 48,SINGLEBACK,0.246,0.521,0.479,0.0,0.0
nfl-bucketed,nfsp,4,Med,Opp 47,SINGLEBACK,0.247,0.518,0.482,0.0,0.0
nfl-bucketed,nfsp,4,Med,Opp 42,SINGLEBACK,0.248,0.516,0.484,0.0,0.0
nfl-bucketed,nfsp,4,Med,Opp 37,SINGLEBACK,0.249,0.513,0.487,0.0,0.0
nfl-bucketed,nfsp,4,Med,Opp 32,SINGLEBACK,0.25,0.511,0.489,0.0,0.0
nfl-bucketed,nfsp,4,Med,Opp 27,SINGLEBACK,0.251,0.509,0.491,0.0,0.0
nfl-bucketed,nfsp,4,Med,Opp 22,SINGLEBACK,0.252,0.506,0.494,0.0,0.0
nfl-bucketed,nfsp,4,Med,Opp 17,SINGLEBACK,0.253,0.504,0.496,0.0,0.0
nfl-bucketed,nfsp,4,Med,Opp 12,SINGLEBACK,0.254,0.501,0.499,0.0,0.0
nfl-bucketed,nfsp,4,Med,Opp 7,SINGLEBACK,0.255,0.499,0.501,0.0,0.0
nfl-bucketed,nfsp,4,Med,Opp 2,SINGLEBACK,0.256,0.497,0.503,0.0,0.0
nfl-bucketed,nfsp,4,Long,Own 3,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,4,Long,Own 8,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,4,Long,Own 13,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,4,Long,Own 18,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,4,Long,Own 23,SHOTGUN,0.446,0.818,0.182,0.0,0.0
nfl-bucketed,nfsp,4,Long,Own 28,SHOTGUN,0.446,0.818,0.182,0.0,0.0
