# _tick,_time,frames,mean_episode_return_0,loss_0,mean_episode_return_1,loss_1
0,1768597375.4639835,0,-2.545213222503662,6.658113479614258,0,0
1,1768597378.6047575,3200,-1.84306800365448,3.9278621673583984,0,0
2,1768597379.847317,6400,-1.84306800365448,3.9278621673583984,0.3200257122516632,2.1715729236602783
3,1768597382.969845,9600,-1.2695214748382568,0.8836729526519775,0.3200257122516632,2.1715729236602783
4,1768597384.2181056,12800,-1.2695214748382568,0.8836729526519775,0.2030731439590454,0.690546989440918
5,1768597387.3401892,16000,-0.9759083986282349,0.603002667427063,0.2030731439590454,0.690546989440918
6,1768597388.643855,19200,-0.9759083986282349,0.603002667427063,0.16340969502925873,0.5108555555343628
7,1768597391.7101471,22400,-0.7973863482475281,0.5083901882171631,0.16340969502925873,0.5108555555343628
8,1768597393.0122342,25600,-0.7973863482475281,0.5083901882171631,0.13993734121322632,0.48522281646728516
9,1768597396.0855403,28800,-0.6808761358261108,0.560265064239502,0.13993734121322632,0.48522281646728516
10,1768597397.3842247,32000,-0.6808761358261108,0.560265064239502,0.12693794071674347,0.4889999330043793
11,1768597400.4574637,35200,-0.5850276947021484,0.40669798851013184,0.12693794071674347,0.4889999330043793
12,1768597401.7594213,38400,-0.5850276947021484,0.40669798851013184,0.11107665300369263,0.40341463685035706
13,1768597404.8249445,41600,-0.521217405796051,0.5403884649276733,0.11107665300369263,0.40341463685035706
14,1768597406.1308656,44800,-0.521217405796051,0.5403884649276733,0.10284097492694855,0.48624807596206665
15,1768597409.1963403,48000,-0.4733630418777466,0.4626704752445221,0.10284097492694855,0.48624807596206665
16,1768597410.5035489,51200,-0.4733630418777466,0.4626704752445221,0.10275761783123016,0.45486319065093994
17,1768597413.564758,54400,-0.4339253902435303,0.4097573757171631,0.10275761783123016,0.45486319065093994
18,1768597414.8781452,57600,-0.4339253902435303,0.4097573757171631,0.10029848664999008,0.4535476565361023
19,1768597417.9350166,60800,-0.4028142988681793,0.561326801776886,0.10029848664999008,0.4535476565361023
20,1768597419.250189,64000,-0.4028142988681793,0.561326801776886,0.09896635264158249,0.5651652216911316
21,1768597422.305795,67200,-0.377371609210968,0.5901784896850586,0.09896635264158249,0.5651652216911316
22,1768597423.620006,70400,-0.377371609210968,0.5901784896850586,0.09509038180112839,0.46770820021629333
23,1768597426.6787803,73600,-0.35577309131622314,0.6405418515205383,0.09509038180112839,0.46770820021629333
